"","participant","condition","block","trial","stimulus","stimulus_type","choice","rt","correct"
"7568","P48","2-back",1,8,"Z","non-target","non-target",749,TRUE
"7569","P48","2-back",1,9,"H","target","target",796,TRUE
"7570","P48","2-back",1,10,"D","non-target","non-target",636,TRUE
"7571","P48","2-back",1,11,"N","non-target","non-target",628,TRUE
"7572","P48","2-back",1,12,"D","target","non-target",884,FALSE
"7573","P48","2-back",1,13,"Q","non-target","non-target",956,TRUE
"7574","P48","2-back",1,14,"D","target","target",460,TRUE
"7575","P48","2-back",1,15,"Q","target","target",924,TRUE
"7576","P48","2-back",1,16,"J","non-target","non-target",932,TRUE
"7577","P48","2-back",1,17,"L","non-target","non-target",780,TRUE
"7578","P48","2-back",1,18,"P","non-target","non-target",1052,TRUE
"7579","P48","2-back",1,19,"L","target","target",460,TRUE
"7580","P48","2-back",1,20,"P","target","target",676,TRUE
"7581","P48","2-back",1,21,"F","non-target","non-target",1539,TRUE
"7582","P48","2-back",1,22,"V","non-target","non-target",1035,TRUE
"7583","P48","2-back",1,23,"C","non-target","non-target",1251,TRUE
"7584","P48","2-back",1,24,"K","non-target","non-target",1875,TRUE
"7585","P48","2-back",1,25,"B","non-target","non-target",923,TRUE
"7586","P48","2-back",1,26,"W","non-target","non-target",1195,TRUE
"7587","P48","2-back",1,27,"D","non-target","non-target",1259,TRUE
"7588","P48","2-back",1,28,"S","non-target","non-target",1259,TRUE
"7589","P48","2-back",1,29,"D","target","non-target",2163,FALSE
"7590","P48","2-back",1,30,"S","target","target",819,TRUE
"7591","P48","2-back",2,1,"R","burn-in",,,
"7592","P48","2-back",2,2,"Y","burn-in","non-target",606,TRUE
"7593","P48","2-back",2,3,"G","burn-in","non-target",757,TRUE
"7594","P48","2-back",2,4,"Y","target","target",805,TRUE
"7595","P48","2-back",2,5,"G","target","target",573,TRUE
"7596","P48","2-back",2,6,"T","non-target","non-target",421,TRUE
"7597","P48","2-back",2,7,"M","non-target","non-target",502,TRUE
"7598","P48","2-back",2,8,"T","target","target",1117,TRUE
"7599","P48","2-back",2,9,"H","non-target","non-target",1029,TRUE
"7600","P48","2-back",2,10,"Z","non-target","non-target",653,TRUE
"7601","P48","2-back",2,11,"H","target","non-target",1878,FALSE
"7602","P48","2-back",2,12,"J","non-target","non-target",1238,TRUE
"7603","P48","2-back",2,13,"Z","non-target","non-target",1294,TRUE
"7604","P48","2-back",2,14,"J","target","target",718,TRUE
"7605","P48","2-back",2,15,"Z","target","target",1270,TRUE
"7606","P48","2-back",2,16,"L","non-target","non-target",965,TRUE
"7607","P48","2-back",2,17,"S","non-target","non-target",637,TRUE
"7608","P48","2-back",2,18,"L","target","target",533,TRUE
"7609","P48","2-back",2,19,"Q","non-target","non-target",501,TRUE
"7610","P48","2-back",2,20,"L","target","target",557,TRUE
"7611","P48","2-back",2,21,"M","non-target","non-target",477,TRUE
"7612","P48","2-back",2,22,"C","non-target","non-target",1077,TRUE
"7613","P48","2-back",2,23,"V","non-target","non-target",1437,TRUE
"7614","P48","2-back",2,24,"T","non-target","non-target",1029,TRUE
"7615","P48","2-back",2,25,"P","non-target","non-target",1229,TRUE
"7616","P48","2-back",2,26,"T","target","target",397,TRUE
"7617","P48","2-back",2,27,"B","non-target","non-target",461,TRUE
"7618","P48","2-back",2,28,"T","target","target",1717,TRUE
"7619","P48","2-back",2,29,"D","non-target","non-target",1261,TRUE
"7620","P48","2-back",2,30,"W","non-target","non-target",868,TRUE
"7621","P48","2-back",3,1,"Y","burn-in","non-target",1583,TRUE
"7622","P48","2-back",3,2,"F","burn-in","non-target",559,TRUE
"7623","P48","2-back",3,3,"N","burn-in","non-target",671,TRUE
"7624","P48","2-back",3,4,"F","target","non-target",1607,FALSE
"7625","P48","2-back",3,5,"N","target","target",1335,TRUE
"7626","P48","2-back",3,6,"F","target","target",1919,TRUE
"7627","P48","2-back",3,7,"N","target","target",1511,TRUE
"7628","P48","2-back",3,8,"R","non-target","non-target",847,TRUE
"7629","P48","2-back",3,9,"N","target","non-target",1279,FALSE
"7630","P48","2-back",3,10,"R","target","target",535,TRUE
"7631","P48","2-back",3,11,"G","non-target","non-target",1086,TRUE
"7632","P48","2-back",3,12,"K","non-target","non-target",958,TRUE
"7633","P48","2-back",3,13,"H","non-target","non-target",622,TRUE
"7634","P48","2-back",3,14,"P","non-target","non-target",734,TRUE
"7635","P48","2-back",3,15,"J","non-target","non-target",1206,TRUE
"7636","P48","2-back",3,16,"L","non-target","non-target",1078,TRUE
"7637","P48","2-back",3,17,"J","target","target",670,TRUE
"7638","P48","2-back",3,18,"L","target","target",630,TRUE
"7639","P48","2-back",3,19,"J","target","target",767,TRUE
"7640","P48","2-back",3,20,"M","non-target","non-target",1079,TRUE
"7641","P48","2-back",3,21,"Z","non-target","non-target",1071,TRUE
"7642","P48","2-back",3,22,"B","non-target","non-target",967,TRUE
"7643","P48","2-back",3,23,"F","non-target","non-target",527,TRUE
"7644","P48","2-back",3,24,"B","target","target",559,TRUE
"7645","P48","2-back",3,25,"G","non-target","non-target",815,TRUE
"7646","P48","2-back",3,26,"N","non-target","non-target",486,TRUE
"7647","P48","2-back",3,27,"Y","non-target","non-target",678,TRUE
"7648","P48","2-back",3,28,"V","non-target","non-target",718,TRUE
"7649","P48","2-back",3,29,"S","non-target","non-target",1030,TRUE
"7650","P48","2-back",3,30,"R","non-target","non-target",1336,TRUE
"7651","P48","3-back",1,1,"Z","burn-in","non-target",1455,TRUE
"7652","P48","3-back",1,2,"P","burn-in","non-target",343,TRUE
"7653","P48","3-back",1,3,"J","burn-in","non-target",535,TRUE
"7654","P48","3-back",1,4,"K","non-target","non-target",703,TRUE
"7655","P48","3-back",1,5,"P","target","target",1103,TRUE
"7656","P48","3-back",1,6,"W","non-target","non-target",591,TRUE
"7657","P48","3-back",1,7,"C","non-target","non-target",695,TRUE
"7658","P48","3-back",1,8,"Q","non-target","non-target",871,TRUE
"7659","P48","3-back",1,9,"Y","non-target","non-target",791,TRUE
"7660","P48","3-back",1,10,"C","target","target",335,TRUE
"7661","P48","3-back",1,11,"Q","target","target",463,TRUE
"7662","P48","3-back",1,12,"D","non-target","non-target",639,TRUE
"7663","P48","3-back",1,13,"B","non-target","non-target",575,TRUE
"7664","P48","3-back",1,14,"L","non-target","non-target",743,TRUE
"7665","P48","3-back",1,15,"D","target","target",622,TRUE
"7666","P48","3-back",1,16,"H","non-target","non-target",488,TRUE
"7667","P48","3-back",1,17,"L","target","non-target",928,FALSE
"7668","P48","3-back",1,18,"F","non-target","non-target",758,TRUE
"7669","P48","3-back",1,19,"M","non-target","non-target",526,TRUE
"7670","P48","3-back",1,20,"R","non-target","non-target",654,TRUE
"7671","P48","3-back",1,21,"F","target","target",382,TRUE
"7672","P48","3-back",1,22,"J","non-target","non-target",743,TRUE
"7673","P48","3-back",1,23,"R","target","target",1527,TRUE
"7674","P48","3-back",1,24,"D","non-target","non-target",1127,TRUE
"7675","P48","3-back",1,25,"Q","non-target","non-target",567,TRUE
"7676","P48","3-back",1,26,"S","non-target","non-target",887,TRUE
"7677","P48","3-back",1,27,"C","non-target","non-target",815,TRUE
"7678","P48","3-back",1,28,"Q","target","target",1487,TRUE
"7679","P48","3-back",1,29,"S","target","target",510,TRUE
"7680","P48","3-back",1,30,"C","target","target",926,TRUE
"7681","P48","3-back",2,1,"V","burn-in","non-target",1065,TRUE
"7682","P48","3-back",2,2,"M","burn-in","non-target",305,TRUE
"7683","P48","3-back",2,3,"P","burn-in","non-target",345,TRUE
"7684","P48","3-back",2,4,"H","non-target","non-target",521,TRUE
"7685","P48","3-back",2,5,"M","target","target",569,TRUE
"7686","P48","3-back",2,6,"P","target","target",697,TRUE
"7687","P48","3-back",2,7,"N","non-target","non-target",689,TRUE
"7688","P48","3-back",2,8,"M","target","target",561,TRUE
"7689","P48","3-back",2,9,"B","non-target","non-target",369,TRUE
"7690","P48","3-back",2,10,"N","target","non-target",721,FALSE
"7691","P48","3-back",2,11,"Z","non-target","non-target",745,TRUE
"7692","P48","3-back",2,12,"B","target","target",320,TRUE
"7693","P48","3-back",2,13,"G","non-target","non-target",864,TRUE
"7694","P48","3-back",2,14,"K","non-target","non-target",528,TRUE
"7695","P48","3-back",2,15,"B","target","target",272,TRUE
"7696","P48","3-back",2,16,"W","non-target","non-target",480,TRUE
"7697","P48","3-back",2,17,"Y","non-target","non-target",496,TRUE
"7698","P48","3-back",2,18,"B","target","target",328,TRUE
"7699","P48","3-back",2,19,"T","non-target","non-target",552,TRUE
"7700","P48","3-back",2,20,"L","non-target","non-target",512,TRUE
"7701","P48","3-back",2,21,"B","target","target",1096,TRUE
"7702","P48","3-back",2,22,"T","target","target",1520,TRUE
"7703","P48","3-back",2,23,"F","non-target","non-target",440,TRUE
"7704","P48","3-back",2,24,"T","non-target","target",960,FALSE
"7705","P48","3-back",2,25,"T","target","target",2533,TRUE
"7706","P48","3-back",2,26,"M","non-target","non-target",791,TRUE
"7707","P48","3-back",2,27,"V","non-target","non-target",631,TRUE
"7708","P48","3-back",2,28,"W","non-target","non-target",535,TRUE
"7709","P48","3-back",2,29,"F","non-target","non-target",423,TRUE
"7710","P48","3-back",2,30,"K","non-target","non-target",473,TRUE
"7711","P48","3-back",3,1,"L","burn-in","non-target",866,TRUE
"7712","P48","3-back",3,2,"N","burn-in","non-target",426,TRUE
"7713","P48","3-back",3,3,"J","burn-in","non-target",344,TRUE
"7714","P48","3-back",3,4,"Z","non-target","non-target",410,TRUE
"7715","P48","3-back",3,5,"N","target","target",442,TRUE
"7716","P48","3-back",3,6,"P","non-target","non-target",426,TRUE
"7717","P48","3-back",3,7,"S","non-target","non-target",689,TRUE
"7718","P48","3-back",3,8,"N","target","non-target",1236,FALSE
"7719","P48","3-back",3,9,"P","target","non-target",1418,FALSE
"7720","P48","3-back",3,10,"S","target","target",434,TRUE
"7721","P48","3-back",3,11,"H","non-target","non-target",882,TRUE
"7722","P48","3-back",3,12,"Q","non-target","non-target",442,TRUE
"7723","P48","3-back",3,13,"R","non-target","non-target",314,TRUE
"7724","P48","3-back",3,14,"H","target","non-target",642,FALSE
"7725","P48","3-back",3,15,"Q","target","target",1122,TRUE
"7726","P48","3-back",3,16,"Y","non-target","non-target",898,TRUE
"7727","P48","3-back",3,17,"H","target","target",362,TRUE
"7728","P48","3-back",3,18,"G","non-target","non-target",714,TRUE
"7729","P48","3-back",3,19,"C","non-target","non-target",562,TRUE
"7730","P48","3-back",3,20,"H","target","non-target",1194,FALSE
"7731","P48","3-back",3,21,"B","non-target","non-target",457,TRUE
"7732","P48","3-back",3,22,"D","non-target","non-target",585,TRUE
"7733","P48","3-back",3,23,"S","non-target","non-target",657,TRUE
"7734","P48","3-back",3,24,"V","non-target","non-target",641,TRUE
"7735","P48","3-back",3,25,"Z","non-target","non-target",481,TRUE
"7736","P48","3-back",3,26,"S","target","target",368,TRUE
"7737","P48","3-back",3,27,"T","non-target","non-target",633,TRUE
"7738","P48","3-back",3,28,"Z","target","target",1161,TRUE
"7739","P48","3-back",3,29,"W","non-target","non-target",1329,TRUE
"7740","P48","3-back",3,30,"Y","non-target","non-target",921,TRUE
"7741","P49","2-back",1,1,"P","burn-in","non-target",862,TRUE
"7742","P49","2-back",1,2,"W","burn-in","non-target",710,TRUE
"7743","P49","2-back",1,3,"L","burn-in","non-target",430,TRUE
"7744","P49","2-back",1,4,"B","non-target","non-target",729,TRUE
"7745","P49","2-back",1,5,"L","target","target",766,TRUE
"7746","P49","2-back",1,6,"G","non-target","non-target",590,TRUE
"7747","P49","2-back",1,7,"L","target","target",878,TRUE
"7748","P49","2-back",1,8,"D","non-target","non-target",1358,TRUE
"7749","P49","2-back",1,9,"F","non-target","non-target",605,TRUE
"7750","P49","2-back",1,10,"D","target","target",821,TRUE
"7751","P49","2-back",1,11,"S","non-target","non-target",781,TRUE
"7752","P49","2-back",1,12,"L","non-target","non-target",941,TRUE
"7753","P49","2-back",1,13,"J","non-target","non-target",589,TRUE
"7754","P49","2-back",1,14,"Q","non-target","non-target",581,TRUE
"7755","P49","2-back",1,15,"J","target","target",1245,TRUE
"7756","P49","2-back",1,16,"N","non-target","non-target",797,TRUE
"7757","P49","2-back",1,17,"R","non-target","non-target",661,TRUE
"7758","P49","2-back",1,18,"K","non-target","non-target",622,TRUE
"7759","P49","2-back",1,19,"R","target","target",430,TRUE
"7760","P49","2-back",1,20,"P","non-target","non-target",510,TRUE
"7761","P49","2-back",1,21,"M","non-target","non-target",904,TRUE
"7762","P49","2-back",1,22,"P","target","target",742,TRUE
"7763","P49","2-back",1,23,"M","target","target",573,TRUE
"7764","P49","2-back",1,24,"P","target","target",669,TRUE
"7765","P49","2-back",1,25,"Y","non-target","non-target",981,TRUE
"7766","P49","2-back",1,26,"Z","non-target","non-target",1037,TRUE
"7767","P49","2-back",1,27,"G","non-target","non-target",621,TRUE
"7768","P49","2-back",1,28,"V","non-target","non-target",877,TRUE
"7769","P49","2-back",1,29,"G","target","target",965,TRUE
"7770","P49","2-back",1,30,"V","target","target",781,TRUE
"7771","P49","2-back",2,1,"F","burn-in","target",1128,FALSE
"7772","P49","2-back",2,2,"W","burn-in","non-target",1027,TRUE
"7773","P49","2-back",2,3,"T","burn-in","non-target",896,TRUE
"7774","P49","2-back",2,4,"D","non-target","non-target",695,TRUE
"7775","P49","2-back",2,5,"T","target","target",719,TRUE
"7776","P49","2-back",2,6,"H","non-target","non-target",671,TRUE
"7777","P49","2-back",2,7,"C","non-target","non-target",679,TRUE
"7778","P49","2-back",2,8,"B","non-target","non-target",767,TRUE
"7779","P49","2-back",2,9,"C","target","target",479,TRUE
"7780","P49","2-back",2,10,"D","non-target","non-target",415,TRUE
"7781","P49","2-back",2,11,"V","non-target","non-target",959,TRUE
"7782","P49","2-back",2,12,"W","non-target","non-target",1103,TRUE
"7783","P49","2-back",2,13,"C","non-target","non-target",663,TRUE
"7784","P49","2-back",2,14,"B","non-target","non-target",743,TRUE
"7785","P49","2-back",2,15,"K","non-target","non-target",687,TRUE
"7786","P49","2-back",2,16,"B","target","target",359,TRUE
"7787","P49","2-back",2,17,"Q","non-target","non-target",559,TRUE
"7788","P49","2-back",2,18,"G","non-target","non-target",1031,TRUE
"7789","P49","2-back",2,19,"Q","target","target",383,TRUE
"7790","P49","2-back",2,20,"M","non-target","non-target",606,TRUE
"7791","P49","2-back",2,21,"J","non-target","non-target",574,TRUE
"7792","P49","2-back",2,22,"M","target","target",446,TRUE
"7793","P49","2-back",2,23,"J","target","target",942,TRUE
"7794","P49","2-back",2,24,"F","non-target","non-target",647,TRUE
"7795","P49","2-back",2,25,"Y","non-target","non-target",615,TRUE
"7796","P49","2-back",2,26,"F","target","target",663,TRUE
"7797","P49","2-back",2,27,"Y","target","target",383,TRUE
"7798","P49","2-back",2,28,"F","target","target",551,TRUE
"7799","P49","2-back",2,29,"Y","target","target",799,TRUE
"7800","P49","2-back",2,30,"P","non-target","non-target",647,TRUE
"7801","P49","2-back",3,1,"Z","burn-in","non-target",1566,TRUE
"7802","P49","2-back",3,2,"S","burn-in","non-target",446,TRUE
"7803","P49","2-back",3,3,"N","burn-in","non-target",582,TRUE
"7804","P49","2-back",3,4,"L","non-target","non-target",550,TRUE
"7805","P49","2-back",3,5,"T","non-target","non-target",638,TRUE
"7806","P49","2-back",3,6,"L","target","target",710,TRUE
"7807","P49","2-back",3,7,"R","non-target","non-target",422,TRUE
"7808","P49","2-back",3,8,"H","non-target","non-target",806,TRUE
"7809","P49","2-back",3,9,"R","target","target",854,TRUE
"7810","P49","2-back",3,10,"H","target","target",374,TRUE
"7811","P49","2-back",3,11,"R","target","target",582,TRUE
"7812","P49","2-back",3,12,"H","non-target","target",518,FALSE
"7813","P49","2-back",3,13,"R","target","target",446,TRUE
"7814","P49","2-back",3,14,"B","non-target","non-target",622,TRUE
"7815","P49","2-back",3,15,"R","target","target",629,TRUE
"7816","P49","2-back",3,16,"D","non-target","non-target",565,TRUE
"7817","P49","2-back",3,17,"C","non-target","non-target",479,TRUE
"7818","P49","2-back",3,18,"J","non-target","non-target",509,TRUE
"7819","P49","2-back",3,19,"C","target","target",485,TRUE
"7820","P49","2-back",3,20,"W","non-target","non-target",541,TRUE
"7821","P49","2-back",3,21,"C","target","target",814,TRUE
"7822","P49","2-back",3,22,"Y","non-target","non-target",448,TRUE
"7823","P49","2-back",3,23,"Z","non-target","non-target",406,TRUE
"7824","P49","2-back",3,24,"Y","target","target",470,TRUE
"7825","P49","2-back",3,25,"V","non-target","non-target",806,TRUE
"7826","P49","2-back",3,26,"Y","target","target",574,TRUE
"7827","P49","2-back",3,27,"S","non-target","non-target",678,TRUE
"7828","P49","2-back",3,28,"R","non-target","non-target",466,TRUE
"7829","P49","2-back",3,29,"N","non-target","non-target",493,TRUE
"7830","P49","2-back",3,30,"T","non-target","non-target",821,TRUE
"7831","P49","3-back",1,1,"C","burn-in","non-target",1127,TRUE
"7832","P49","3-back",1,2,"R","burn-in","non-target",904,TRUE
"7833","P49","3-back",1,3,"T","burn-in","non-target",1063,TRUE
"7834","P49","3-back",1,4,"S","non-target","non-target",559,TRUE
"7835","P49","3-back",1,5,"R","target","target",743,TRUE
"7836","P49","3-back",1,6,"Z","non-target","non-target",728,TRUE
"7837","P49","3-back",1,7,"F","non-target","non-target",742,TRUE
"7838","P49","3-back",1,8,"R","target","target",518,TRUE
"7839","P49","3-back",1,9,"Q","non-target","non-target",607,TRUE
"7840","P49","3-back",1,10,"J","non-target","non-target",638,TRUE
"7841","P49","3-back",1,11,"H","non-target","non-target",630,TRUE
"7842","P49","3-back",1,12,"Q","target","target",398,TRUE
"7843","P49","3-back",1,13,"P","non-target","non-target",782,TRUE
"7844","P49","3-back",1,14,"W","non-target","non-target",806,TRUE
"7845","P49","3-back",1,15,"D","non-target","non-target",982,TRUE
"7846","P49","3-back",1,16,"V","non-target","non-target",1534,TRUE
"7847","P49","3-back",1,17,"M","non-target","target",502,FALSE
"7848","P49","3-back",1,18,"D","target","target",1390,TRUE
"7849","P49","3-back",1,19,"V","target","target",917,TRUE
"7850","P49","3-back",1,20,"J","non-target","non-target",1485,TRUE
"7851","P49","3-back",1,21,"H","non-target","non-target",589,TRUE
"7852","P49","3-back",1,22,"Q","non-target","non-target",1104,TRUE
"7853","P49","3-back",1,23,"J","target","target",1301,TRUE
"7854","P49","3-back",1,24,"H","target","target",974,TRUE
"7855","P49","3-back",1,25,"N","non-target","non-target",558,TRUE
"7856","P49","3-back",1,26,"F","non-target","non-target",490,TRUE
"7857","P49","3-back",1,27,"H","target","target",534,TRUE
"7858","P49","3-back",1,28,"N","target","target",608,TRUE
"7859","P49","3-back",1,29,"F","target","target",963,TRUE
"7860","P49","3-back",1,30,"L","non-target","non-target",462,TRUE
"7861","P49","3-back",2,1,"R","burn-in","non-target",696,TRUE
"7862","P49","3-back",2,2,"D","burn-in","non-target",873,TRUE
"7863","P49","3-back",2,3,"C","burn-in","non-target",1088,TRUE
"7864","P49","3-back",2,4,"T","non-target","non-target",568,TRUE
"7865","P49","3-back",2,5,"B","non-target","non-target",972,TRUE
"7866","P49","3-back",2,6,"W","non-target","non-target",776,TRUE
"7867","P49","3-back",2,7,"S","non-target","non-target",560,TRUE
"7868","P49","3-back",2,8,"B","target","target",984,TRUE
"7869","P49","3-back",2,9,"V","non-target","non-target",576,TRUE
"7870","P49","3-back",2,10,"M","non-target","non-target",775,TRUE
"7871","P49","3-back",2,11,"P","non-target","non-target",647,TRUE
"7872","P49","3-back",2,12,"V","target","target",879,TRUE
"7873","P49","3-back",2,13,"M","target","target",1127,TRUE
"7874","P49","3-back",2,14,"Z","non-target","non-target",479,TRUE
"7875","P49","3-back",2,15,"Y","non-target","non-target",959,TRUE
"7876","P49","3-back",2,16,"M","target","target",415,TRUE
"7877","P49","3-back",2,17,"Z","target","target",1871,TRUE
"7878","P49","3-back",2,18,"Y","target","target",1111,TRUE
"7879","P49","3-back",2,19,"M","target","target",1255,TRUE
"7880","P49","3-back",2,20,"Z","target","target",1959,TRUE
"7881","P49","3-back",2,21,"G","non-target","non-target",607,TRUE
"7882","P49","3-back",2,22,"K","non-target","non-target",519,TRUE
"7883","P49","3-back",2,23,"Y","non-target","non-target",1518,TRUE
"7884","P49","3-back",2,24,"J","non-target","non-target",1838,TRUE
"7885","P49","3-back",2,25,"Z","non-target","non-target",1230,TRUE
"7886","P49","3-back",2,26,"Y","target","non-target",1311,FALSE
"7887","P49","3-back",2,27,"T","non-target","non-target",775,TRUE
"7888","P49","3-back",2,28,"D","non-target","non-target",639,TRUE
"7889","P49","3-back",2,29,"M","non-target","non-target",759,TRUE
"7890","P49","3-back",2,30,"T","target","target",695,TRUE
"7891","P49","3-back",3,1,"B","burn-in","non-target",1623,TRUE
"7892","P49","3-back",3,2,"R","burn-in","non-target",255,TRUE
"7893","P49","3-back",3,3,"G","burn-in","non-target",399,TRUE
"7894","P49","3-back",3,4,"B","target","target",455,TRUE
"7895","P49","3-back",3,5,"V","non-target","non-target",759,TRUE
"7896","P49","3-back",3,6,"G","target","target",591,TRUE
"7897","P49","3-back",3,7,"S","non-target","non-target",582,TRUE
"7898","P49","3-back",3,8,"H","non-target","non-target",1504,TRUE
"7899","P49","3-back",3,9,"G","target","target",450,TRUE
"7900","P49","3-back",3,10,"P","non-target","non-target",542,TRUE
"7901","P49","3-back",3,11,"W","non-target","non-target",518,TRUE
"7902","P49","3-back",3,12,"C","non-target","non-target",616,TRUE
"7903","P49","3-back",3,13,"Q","non-target","non-target",1150,TRUE
"7904","P49","3-back",3,14,"F","non-target","non-target",798,TRUE
"7905","P49","3-back",3,15,"N","non-target","non-target",806,TRUE
"7906","P49","3-back",3,16,"Q","target","target",486,TRUE
"7907","P49","3-back",3,17,"K","non-target","non-target",958,TRUE
"7908","P49","3-back",3,18,"N","target","non-target",870,FALSE
"7909","P49","3-back",3,19,"Q","target","target",527,TRUE
"7910","P49","3-back",3,20,"L","non-target","non-target",990,TRUE
"7911","P49","3-back",3,21,"Z","non-target","non-target",829,TRUE
"7912","P49","3-back",3,22,"M","non-target","target",821,FALSE
"7913","P49","3-back",3,23,"L","target","target",893,TRUE
"7914","P49","3-back",3,24,"Z","target","target",886,TRUE
"7915","P49","3-back",3,25,"B","non-target","non-target",1118,TRUE
"7916","P49","3-back",3,26,"R","non-target","non-target",1462,TRUE
"7917","P49","3-back",3,27,"Z","target","target",1014,TRUE
"7918","P49","3-back",3,28,"B","target","target",1238,TRUE
"7919","P49","3-back",3,29,"N","non-target","non-target",2078,TRUE
"7920","P49","3-back",3,30,"C","non-target","non-target",982,TRUE
"7921","P5","2-back",1,1,"Y","burn-in","non-target",517,TRUE
"7922","P5","2-back",1,2,"W","burn-in","non-target",1661,TRUE
"7923","P5","2-back",1,3,"C","burn-in","non-target",733,TRUE
"7924","P5","2-back",1,4,"W","target","target",949,TRUE
"7925","P5","2-back",1,5,"N","non-target","non-target",1141,TRUE
"7926","P5","2-back",1,6,"L","non-target","non-target",1021,TRUE
"7927","P5","2-back",1,7,"M","non-target","non-target",1989,TRUE
"7928","P5","2-back",1,8,"D","non-target","non-target",773,TRUE
"7929","P5","2-back",1,9,"T","non-target","non-target",685,TRUE
"7930","P5","2-back",1,10,"P","non-target","non-target",1061,TRUE
"7931","P5","2-back",1,11,"T","target","target",885,TRUE
"7932","P5","2-back",1,12,"L","non-target","non-target",1509,TRUE
"7933","P5","2-back",1,13,"K","non-target","non-target",973,TRUE
"7934","P5","2-back",1,14,"L","target","target",972,TRUE
"7935","P5","2-back",1,15,"B","non-target","non-target",1116,TRUE
"7936","P5","2-back",1,16,"L","target","non-target",1732,FALSE
"7937","P5","2-back",1,17,"B","target","target",1212,TRUE
"7938","P5","2-back",1,18,"Q","non-target","non-target",2252,TRUE
"7939","P5","2-back",1,19,"S","non-target","non-target",1860,TRUE
"7940","P5","2-back",1,20,"Q","target","target",1180,TRUE
"7941","P5","2-back",1,21,"S","target","target",1028,TRUE
"7942","P5","2-back",1,22,"Q","target","target",1109,TRUE
"7943","P5","2-back",1,23,"H","non-target","non-target",1517,TRUE
"7944","P5","2-back",1,24,"Z","non-target","non-target",1317,TRUE
"7945","P5","2-back",1,25,"M","non-target","non-target",965,TRUE
"7946","P5","2-back",1,26,"Z","target","target",821,TRUE
"7947","P5","2-back",1,27,"M","target","target",821,TRUE
"7948","P5","2-back",1,28,"F","non-target","non-target",868,TRUE
"7949","P5","2-back",1,29,"G","non-target","non-target",1268,TRUE
"7950","P5","2-back",1,30,"V","non-target","non-target",756,TRUE
"7951","P5","2-back",2,1,"R","burn-in","non-target",871,TRUE
"7952","P5","2-back",2,2,"D","burn-in","non-target",975,TRUE
"7953","P5","2-back",2,3,"Y","burn-in","non-target",1639,TRUE
"7954","P5","2-back",2,4,"W","non-target","non-target",1879,TRUE
"7955","P5","2-back",2,5,"Y","target","target",647,TRUE
"7956","P5","2-back",2,6,"W","target","target",847,TRUE
"7957","P5","2-back",2,7,"Y","target","target",919,TRUE
"7958","P5","2-back",2,8,"W","target","target",999,TRUE
"7959","P5","2-back",2,9,"C","non-target","non-target",983,TRUE
"7960","P5","2-back",2,10,"N","non-target","non-target",1662,TRUE
"7961","P5","2-back",2,11,"J","non-target","non-target",1822,TRUE
"7962","P5","2-back",2,12,"T","non-target","non-target",1086,TRUE
"7963","P5","2-back",2,13,"W","non-target","non-target",1254,TRUE
"7964","P5","2-back",2,14,"D","non-target","non-target",1374,TRUE
"7965","P5","2-back",2,15,"B","non-target","non-target",1182,TRUE
"7966","P5","2-back",2,16,"D","target","target",774,TRUE
"7967","P5","2-back",2,17,"Z","non-target","non-target",1198,TRUE
"7968","P5","2-back",2,18,"J","non-target","non-target",1606,TRUE
"7969","P5","2-back",2,19,"Z","target","target",1558,TRUE
"7970","P5","2-back",2,20,"J","target","target",1230,TRUE
"7971","P5","2-back",2,21,"Z","target","target",1414,TRUE
"7972","P5","2-back",2,22,"L","non-target","non-target",998,TRUE
"7973","P5","2-back",2,23,"C","non-target","non-target",1350,TRUE
"7974","P5","2-back",2,24,"K","non-target","non-target",1253,TRUE
"7975","P5","2-back",2,25,"C","target","target",829,TRUE
"7976","P5","2-back",2,26,"P","non-target","non-target",1109,TRUE
"7977","P5","2-back",2,27,"M","non-target","non-target",1309,TRUE
"7978","P5","2-back",2,28,"P","target","target",877,TRUE
"7979","P5","2-back",2,29,"V","non-target","non-target",1590,TRUE
"7980","P5","2-back",2,30,"N","non-target","non-target",1526,TRUE
"7981","P5","2-back",3,1,"F","burn-in","non-target",1105,TRUE
"7982","P5","2-back",3,2,"H","burn-in","non-target",888,TRUE
"7983","P5","2-back",3,3,"Q","burn-in","non-target",1922,TRUE
"7984","P5","2-back",3,4,"S","non-target","non-target",2040,TRUE
"7985","P5","2-back",3,5,"G","non-target","non-target",2400,TRUE
"7986","P5","2-back",3,6,"R","non-target","non-target",1756,TRUE
"7987","P5","2-back",3,7,"Y","non-target","non-target",2063,TRUE
"7988","P5","2-back",3,8,"R","target","target",920,TRUE
"7989","P5","2-back",3,9,"Y","target","target",832,TRUE
"7990","P5","2-back",3,10,"N","non-target","non-target",1680,TRUE
"7991","P5","2-back",3,11,"B","non-target","non-target",1992,TRUE
"7992","P5","2-back",3,12,"N","target","target",2000,TRUE
"7993","P5","2-back",3,13,"P","non-target","non-target",2120,TRUE
"7994","P5","2-back",3,14,"R","non-target","non-target",1784,TRUE
"7995","P5","2-back",3,15,"P","target","target",1008,TRUE
"7996","P5","2-back",3,16,"W","non-target","non-target",1448,TRUE
"7997","P5","2-back",3,17,"P","target","target",1768,TRUE
"7998","P5","2-back",3,18,"W","target","target",2077,TRUE
"7999","P5","2-back",3,19,"P","target","target",1160,TRUE
