"","participant","condition","block","trial","stimulus","stimulus_type","choice","rt","correct"
"1823","P19","2-back",1,23,"P","non-target","non-target",682,TRUE
"1824","P19","2-back",1,24,"S","non-target","non-target",746,TRUE
"1825","P19","2-back",1,25,"P","target","target",538,TRUE
"1826","P19","2-back",1,26,"S","target","target",474,TRUE
"1827","P19","2-back",1,27,"B","non-target","non-target",426,TRUE
"1828","P19","2-back",1,28,"S","target","target",698,TRUE
"1829","P19","2-back",1,29,"B","target","target",418,TRUE
"1830","P19","2-back",1,30,"W","non-target","non-target",738,TRUE
"1831","P19","2-back",2,1,"T","burn-in","non-target",997,TRUE
"1832","P19","2-back",2,2,"G","burn-in","non-target",829,TRUE
"1833","P19","2-back",2,3,"F","burn-in","non-target",758,TRUE
"1834","P19","2-back",2,4,"Q","non-target","non-target",799,TRUE
"1835","P19","2-back",2,5,"F","target","target",909,TRUE
"1836","P19","2-back",2,6,"Q","target","target",701,TRUE
"1837","P19","2-back",2,7,"K","non-target","non-target",486,TRUE
"1838","P19","2-back",2,8,"Q","target","target",604,TRUE
"1839","P19","2-back",2,9,"D","non-target","non-target",684,TRUE
"1840","P19","2-back",2,10,"Q","target","target",829,TRUE
"1841","P19","2-back",2,11,"N","non-target","non-target",692,TRUE
"1842","P19","2-back",2,12,"G","non-target","non-target",700,TRUE
"1843","P19","2-back",2,13,"N","non-target","target",732,FALSE
"1844","P19","2-back",2,14,"G","target","target",492,TRUE
"1845","P19","2-back",2,15,"N","target","target",724,TRUE
"1846","P19","2-back",2,16,"J","non-target","non-target",492,TRUE
"1847","P19","2-back",2,17,"Y","non-target","non-target",692,TRUE
"1848","P19","2-back",2,18,"J","target","target",564,TRUE
"1849","P19","2-back",2,19,"Z","non-target","non-target",636,TRUE
"1850","P19","2-back",2,20,"M","non-target","non-target",604,TRUE
"1851","P19","2-back",2,21,"H","non-target","non-target",628,TRUE
"1852","P19","2-back",2,22,"V","non-target","non-target",524,TRUE
"1853","P19","2-back",2,23,"L","non-target","non-target",636,TRUE
"1854","P19","2-back",2,24,"V","target","target",356,TRUE
"1855","P19","2-back",2,25,"L","target","target",564,TRUE
"1856","P19","2-back",2,26,"C","non-target","non-target",766,TRUE
"1857","P19","2-back",2,27,"L","target","target",934,TRUE
"1858","P19","2-back",2,28,"S","non-target","non-target",731,TRUE
"1859","P19","2-back",2,29,"T","non-target","non-target",579,TRUE
"1860","P19","2-back",2,30,"F","non-target","non-target",635,TRUE
"1861","P19","2-back",3,1,"D","burn-in","non-target",635,TRUE
"1862","P19","2-back",3,2,"W","burn-in","non-target",588,TRUE
"1863","P19","2-back",3,3,"Q","burn-in","non-target",961,TRUE
"1864","P19","2-back",3,4,"R","non-target","non-target",929,TRUE
"1865","P19","2-back",3,5,"K","non-target","non-target",593,TRUE
"1866","P19","2-back",3,6,"B","non-target","non-target",649,TRUE
"1867","P19","2-back",3,7,"P","non-target","non-target",401,TRUE
"1868","P19","2-back",3,8,"B","target","target",425,TRUE
"1869","P19","2-back",3,9,"P","target","target",569,TRUE
"1870","P19","2-back",3,10,"B","target","target",393,TRUE
"1871","P19","2-back",3,11,"J","non-target","non-target",425,TRUE
"1872","P19","2-back",3,12,"L","non-target","non-target",529,TRUE
"1873","P19","2-back",3,13,"W","non-target","non-target",432,TRUE
"1874","P19","2-back",3,14,"S","non-target","non-target",472,TRUE
"1875","P19","2-back",3,15,"P","non-target","non-target",448,TRUE
"1876","P19","2-back",3,16,"B","non-target","non-target",443,TRUE
"1877","P19","2-back",3,17,"D","non-target","non-target",504,TRUE
"1878","P19","2-back",3,18,"B","target","target",632,TRUE
"1879","P19","2-back",3,19,"D","target","target",498,TRUE
"1880","P19","2-back",3,20,"B","target","target",400,TRUE
"1881","P19","2-back",3,21,"D","target","target",313,TRUE
"1882","P19","2-back",3,22,"N","non-target","non-target",907,TRUE
"1883","P19","2-back",3,23,"F","non-target","non-target",731,TRUE
"1884","P19","2-back",3,24,"N","target","target",353,TRUE
"1885","P19","2-back",3,25,"Q","non-target","non-target",616,TRUE
"1886","P19","2-back",3,26,"N","target","non-target",968,FALSE
"1887","P19","2-back",3,27,"Z","non-target","non-target",776,TRUE
"1888","P19","2-back",3,28,"H","non-target","non-target",697,TRUE
"1889","P19","2-back",3,29,"Z","target","target",698,TRUE
"1890","P19","2-back",3,30,"R","non-target","non-target",768,TRUE
"1891","P19","3-back",1,1,"G","burn-in",,,
"1892","P19","3-back",1,2,"P","burn-in",,,
"1893","P19","3-back",1,3,"W","burn-in",,,
"1894","P19","3-back",1,4,"G","target","target",596,TRUE
"1895","P19","3-back",1,5,"P","target","target",676,TRUE
"1896","P19","3-back",1,6,"F","non-target","non-target",388,TRUE
"1897","P19","3-back",1,7,"R","non-target","non-target",564,TRUE
"1898","P19","3-back",1,8,"Y","non-target","non-target",556,TRUE
"1899","P19","3-back",1,9,"C","non-target","non-target",452,TRUE
"1900","P19","3-back",1,10,"Q","non-target","non-target",596,TRUE
"1901","P19","3-back",1,11,"M","non-target","non-target",427,TRUE
"1902","P19","3-back",1,12,"C","target","target",651,TRUE
"1903","P19","3-back",1,13,"Q","target","target",395,TRUE
"1904","P19","3-back",1,14,"S","non-target","non-target",899,TRUE
"1905","P19","3-back",1,15,"C","target","non-target",435,FALSE
"1906","P19","3-back",1,16,"J","non-target","non-target",971,TRUE
"1907","P19","3-back",1,17,"D","non-target","non-target",731,TRUE
"1908","P19","3-back",1,18,"H","non-target","non-target",763,TRUE
"1909","P19","3-back",1,19,"Z","non-target","non-target",531,TRUE
"1910","P19","3-back",1,20,"D","target","target",724,TRUE
"1911","P19","3-back",1,21,"H","target","target",603,TRUE
"1912","P19","3-back",1,22,"J","non-target","non-target",675,TRUE
"1913","P19","3-back",1,23,"D","target","target",835,TRUE
"1914","P19","3-back",1,24,"Y","non-target","non-target",683,TRUE
"1915","P19","3-back",1,25,"J","target","target",563,TRUE
"1916","P19","3-back",1,26,"N","non-target","non-target",475,TRUE
"1917","P19","3-back",1,27,"F","non-target","non-target",691,TRUE
"1918","P19","3-back",1,28,"J","target","non-target",587,FALSE
"1919","P19","3-back",1,29,"T","non-target","non-target",562,TRUE
"1920","P19","3-back",1,30,"S","non-target","non-target",506,TRUE
"1921","P19","3-back",2,1,"L","burn-in","non-target",471,TRUE
"1922","P19","3-back",2,2,"D","burn-in","non-target",351,TRUE
"1923","P19","3-back",2,3,"P","burn-in","non-target",367,TRUE
"1924","P19","3-back",2,4,"R","non-target","non-target",975,TRUE
"1925","P19","3-back",2,5,"Z","non-target","non-target",687,TRUE
"1926","P19","3-back",2,6,"P","target","target",759,TRUE
"1927","P19","3-back",2,7,"H","non-target","non-target",575,TRUE
"1928","P19","3-back",2,8,"Z","target","target",431,TRUE
"1929","P19","3-back",2,9,"P","target","target",368,TRUE
"1930","P19","3-back",2,10,"M","non-target","non-target",584,TRUE
"1931","P19","3-back",2,11,"W","non-target","non-target",808,TRUE
"1932","P19","3-back",2,12,"P","target","target",816,TRUE
"1933","P19","3-back",2,13,"M","target","target",680,TRUE
"1934","P19","3-back",2,14,"W","target","target",504,TRUE
"1935","P19","3-back",2,15,"P","target","target",496,TRUE
"1936","P19","3-back",2,16,"V","non-target","non-target",440,TRUE
"1937","P19","3-back",2,17,"W","target","target",375,TRUE
"1938","P19","3-back",2,18,"B","non-target","non-target",559,TRUE
"1939","P19","3-back",2,19,"K","non-target","non-target",1071,TRUE
"1940","P19","3-back",2,20,"Q","non-target","non-target",743,TRUE
"1941","P19","3-back",2,21,"G","non-target","non-target",663,TRUE
"1942","P19","3-back",2,22,"K","target","target",663,TRUE
"1943","P19","3-back",2,23,"C","non-target","non-target",639,TRUE
"1944","P19","3-back",2,24,"G","target","target",1119,TRUE
"1945","P19","3-back",2,25,"Z","non-target","non-target",759,TRUE
"1946","P19","3-back",2,26,"B","non-target","non-target",703,TRUE
"1947","P19","3-back",2,27,"T","non-target","non-target",807,TRUE
"1948","P19","3-back",2,28,"M","non-target","non-target",743,TRUE
"1949","P19","3-back",2,29,"P","non-target","non-target",695,TRUE
"1950","P19","3-back",2,30,"H","non-target","non-target",591,TRUE
"1951","P19","3-back",3,1,"V","burn-in","non-target",1180,TRUE
"1952","P19","3-back",3,2,"F","burn-in","non-target",332,TRUE
"1953","P19","3-back",3,3,"Q","burn-in","non-target",468,TRUE
"1954","P19","3-back",3,4,"K","non-target","non-target",620,TRUE
"1955","P19","3-back",3,5,"D","non-target","non-target",611,TRUE
"1956","P19","3-back",3,6,"Q","target","target",779,TRUE
"1957","P19","3-back",3,7,"N","non-target","non-target",715,TRUE
"1958","P19","3-back",3,8,"D","target","non-target",507,FALSE
"1959","P19","3-back",3,9,"R","non-target","non-target",443,TRUE
"1960","P19","3-back",3,10,"N","target","target",731,TRUE
"1961","P19","3-back",3,11,"Y","non-target","non-target",635,TRUE
"1962","P19","3-back",3,12,"R","target","target",891,TRUE
"1963","P19","3-back",3,13,"W","non-target","non-target",803,TRUE
"1964","P19","3-back",3,14,"Y","target","target",1195,TRUE
"1965","P19","3-back",3,15,"G","non-target","non-target",555,TRUE
"1966","P19","3-back",3,16,"S","non-target","non-target",1451,TRUE
"1967","P19","3-back",3,17,"Y","target","non-target",1883,FALSE
"1968","P19","3-back",3,18,"L","non-target","non-target",1003,TRUE
"1969","P19","3-back",3,19,"C","non-target","non-target",771,TRUE
"1970","P19","3-back",3,20,"J","non-target","non-target",723,TRUE
"1971","P19","3-back",3,21,"L","target","target",739,TRUE
"1972","P19","3-back",3,22,"C","target","target",603,TRUE
"1973","P19","3-back",3,23,"J","target","target",771,TRUE
"1974","P19","3-back",3,24,"S","non-target","non-target",682,TRUE
"1975","P19","3-back",3,25,"L","non-target","target",754,FALSE
"1976","P19","3-back",3,26,"B","non-target","non-target",546,TRUE
"1977","P19","3-back",3,27,"W","non-target","non-target",682,TRUE
"1978","P19","3-back",3,28,"K","non-target","non-target",706,TRUE
"1979","P19","3-back",3,29,"F","non-target","non-target",506,TRUE
"1980","P19","3-back",3,30,"W","target","target",658,TRUE
"1981","P2","2-back",1,1,"Y","burn-in","non-target",401,TRUE
"1982","P2","2-back",1,2,"T","burn-in","non-target",385,TRUE
"1983","P2","2-back",1,3,"L","burn-in","non-target",465,TRUE
"1984","P2","2-back",1,4,"S","non-target","non-target",473,TRUE
"1985","P2","2-back",1,5,"L","target","target",376,TRUE
"1986","P2","2-back",1,6,"J","non-target","non-target",528,TRUE
"1987","P2","2-back",1,7,"Q","non-target","non-target",504,TRUE
"1988","P2","2-back",1,8,"J","target","target",424,TRUE
"1989","P2","2-back",1,9,"Q","target","target",440,TRUE
"1990","P2","2-back",1,10,"R","non-target","non-target",384,TRUE
"1991","P2","2-back",1,11,"Q","target","target",496,TRUE
"1992","P2","2-back",1,12,"R","target","target",440,TRUE
"1993","P2","2-back",1,13,"Q","target","target",360,TRUE
"1994","P2","2-back",1,14,"L","non-target","non-target",512,TRUE
"1995","P2","2-back",1,15,"W","non-target","non-target",536,TRUE
"1996","P2","2-back",1,16,"L","target","target",464,TRUE
"1997","P2","2-back",1,17,"S","non-target","non-target",608,TRUE
"1998","P2","2-back",1,18,"V","non-target","non-target",479,TRUE
"1999","P2","2-back",1,19,"S","target","target",327,TRUE
"2000","P2","2-back",1,20,"R","non-target","non-target",616,TRUE
"2001","P2","2-back",1,21,"J","non-target","non-target",528,TRUE
"2002","P2","2-back",1,22,"C","non-target","non-target",496,TRUE
"2003","P2","2-back",1,23,"J","target","target",320,TRUE
"2004","P2","2-back",1,24,"C","target","target",312,TRUE
"2005","P2","2-back",1,25,"M","non-target","non-target",520,TRUE
"2006","P2","2-back",1,26,"Y","non-target","non-target",616,TRUE
"2007","P2","2-back",1,27,"N","non-target","non-target",472,TRUE
"2008","P2","2-back",1,28,"K","non-target","non-target",376,TRUE
"2009","P2","2-back",1,29,"P","non-target","non-target",480,TRUE
"2010","P2","2-back",1,30,"Z","non-target","non-target",400,TRUE
"2011","P2","2-back",2,1,"H","burn-in","non-target",322,TRUE
"2012","P2","2-back",2,2,"Q","burn-in","non-target",274,TRUE
"2013","P2","2-back",2,3,"G","burn-in","non-target",450,TRUE
"2014","P2","2-back",2,4,"D","non-target","non-target",410,TRUE
"2015","P2","2-back",2,5,"B","non-target","non-target",450,TRUE
"2016","P2","2-back",2,6,"D","target","target",554,TRUE
"2017","P2","2-back",2,7,"T","non-target","non-target",442,TRUE
"2018","P2","2-back",2,8,"F","non-target","non-target",442,TRUE
"2019","P2","2-back",2,9,"N","non-target","non-target",394,TRUE
"2020","P2","2-back",2,10,"P","non-target","non-target",465,TRUE
"2021","P2","2-back",2,11,"D","non-target","non-target",481,TRUE
"2022","P2","2-back",2,12,"P","target","target",393,TRUE
"2023","P2","2-back",2,13,"B","non-target","non-target",393,TRUE
"2024","P2","2-back",2,14,"P","target","target",385,TRUE
"2025","P2","2-back",2,15,"Z","non-target","non-target",385,TRUE
"2026","P2","2-back",2,16,"G","non-target","non-target",409,TRUE
"2027","P2","2-back",2,17,"W","non-target","non-target",417,TRUE
"2028","P2","2-back",2,18,"C","non-target","non-target",385,TRUE
"2029","P2","2-back",2,19,"W","target","target",353,TRUE
"2030","P2","2-back",2,20,"C","target","target",353,TRUE
"2031","P2","2-back",2,21,"W","target","target",473,TRUE
"2032","P2","2-back",2,22,"J","non-target","non-target",377,TRUE
"2033","P2","2-back",2,23,"W","target","target",553,TRUE
"2034","P2","2-back",2,24,"Q","non-target","non-target",489,TRUE
"2035","P2","2-back",2,25,"L","non-target","non-target",504,TRUE
"2036","P2","2-back",2,26,"Q","target","target",609,TRUE
"2037","P2","2-back",2,27,"L","target","non-target",753,FALSE
"2038","P2","2-back",2,28,"K","non-target","non-target",457,TRUE
"2039","P2","2-back",2,29,"Y","non-target","non-target",377,TRUE
"2040","P2","2-back",2,30,"K","target","non-target",353,FALSE
"2041","P2","2-back",3,1,"V","burn-in","non-target",870,TRUE
"2042","P2","2-back",3,2,"F","burn-in","non-target",398,TRUE
"2043","P2","2-back",3,3,"R","burn-in","non-target",518,TRUE
"2044","P2","2-back",3,4,"S","non-target","non-target",510,TRUE
"2045","P2","2-back",3,5,"T","non-target","non-target",486,TRUE
"2046","P2","2-back",3,6,"M","non-target","non-target",373,TRUE
"2047","P2","2-back",3,7,"T","target","target",333,TRUE
"2048","P2","2-back",3,8,"H","non-target","non-target",445,TRUE
"2049","P2","2-back",3,9,"K","non-target","non-target",501,TRUE
"2050","P2","2-back",3,10,"H","target","target",405,TRUE
"2051","P2","2-back",3,11,"K","target","target",325,TRUE
"2052","P2","2-back",3,12,"N","non-target","non-target",405,TRUE
"2053","P2","2-back",3,13,"K","target","target",389,TRUE
"2054","P2","2-back",3,14,"Y","non-target","non-target",494,TRUE
"2055","P2","2-back",3,15,"V","non-target","non-target",374,TRUE
"2056","P2","2-back",3,16,"T","non-target","non-target",430,TRUE
"2057","P2","2-back",3,17,"V","target","target",518,TRUE
"2058","P2","2-back",3,18,"T","target","target",534,TRUE
"2059","P2","2-back",3,19,"V","target","target",366,TRUE
"2060","P2","2-back",3,20,"D","non-target","non-target",389,TRUE
"2061","P2","2-back",3,21,"C","non-target","non-target",357,TRUE
"2062","P2","2-back",3,22,"H","non-target","non-target",437,TRUE
"2063","P2","2-back",3,23,"G","non-target","non-target",437,TRUE
"2064","P2","2-back",3,24,"M","non-target","non-target",517,TRUE
"2065","P2","2-back",3,25,"G","target","target",309,TRUE
"2066","P2","2-back",3,26,"R","non-target","non-target",413,TRUE
"2067","P2","2-back",3,27,"J","non-target","non-target",533,TRUE
"2068","P2","2-back",3,28,"R","target","target",597,TRUE
"2069","P2","2-back",3,29,"F","non-target","non-target",405,TRUE
"2070","P2","2-back",3,30,"R","target","target",349,TRUE
"2071","P2","3-back",1,1,"C","burn-in","non-target",331,TRUE
"2072","P2","3-back",1,2,"L","burn-in","non-target",315,TRUE
"2073","P2","3-back",1,3,"Q","burn-in","non-target",363,TRUE
"2074","P2","3-back",1,4,"C","target","target",339,TRUE
"2075","P2","3-back",1,5,"H","non-target","non-target",563,TRUE
"2076","P2","3-back",1,6,"V","non-target","non-target",691,TRUE
"2077","P2","3-back",1,7,"W","non-target","non-target",515,TRUE
"2078","P2","3-back",1,8,"H","target","target",475,TRUE
"2079","P2","3-back",1,9,"V","target","target",731,TRUE
"2080","P2","3-back",1,10,"D","non-target","target",628,FALSE
"2081","P2","3-back",1,11,"H","target","target",455,TRUE
"2082","P2","3-back",1,12,"T","non-target","non-target",427,TRUE
"2083","P2","3-back",1,13,"Z","non-target","non-target",555,TRUE
"2084","P2","3-back",1,14,"S","non-target","non-target",879,TRUE
"2085","P2","3-back",1,15,"F","non-target","non-target",691,TRUE
"2086","P2","3-back",1,16,"B","non-target","non-target",652,TRUE
"2087","P2","3-back",1,17,"S","target","target",350,TRUE
"2088","P2","3-back",1,18,"F","target","target",635,TRUE
"2089","P2","3-back",1,19,"M","non-target","non-target",403,TRUE
"2090","P2","3-back",1,20,"P","non-target","non-target",430,TRUE
"2091","P2","3-back",1,21,"H","non-target","non-target",1187,TRUE
"2092","P2","3-back",1,22,"Y","non-target","non-target",547,TRUE
"2093","P2","3-back",1,23,"P","target","target",451,TRUE
"2094","P2","3-back",1,24,"C","non-target","non-target",643,TRUE
"2095","P2","3-back",1,25,"Y","target","target",506,TRUE
"2096","P2","3-back",1,26,"S","non-target","non-target",434,TRUE
"2097","P2","3-back",1,27,"R","non-target","non-target",570,TRUE
"2098","P2","3-back",1,28,"Y","target","target",386,TRUE
"2099","P2","3-back",1,29,"S","target","target",594,TRUE
"2100","P2","3-back",1,30,"M","non-target","non-target",594,TRUE
"2101","P2","3-back",2,1,"Q","burn-in","non-target",290,TRUE
"2102","P2","3-back",2,2,"F","burn-in","non-target",362,TRUE
"2103","P2","3-back",2,3,"V","burn-in","non-target",370,TRUE
"2104","P2","3-back",2,4,"Q","target","non-target",458,FALSE
"2105","P2","3-back",2,5,"F","target","target",562,TRUE
"2106","P2","3-back",2,6,"W","non-target","non-target",426,TRUE
"2107","P2","3-back",2,7,"K","non-target","non-target",426,TRUE
"2108","P2","3-back",2,8,"F","target","target",321,TRUE
"2109","P2","3-back",2,9,"L","non-target","non-target",537,TRUE
"2110","P2","3-back",2,10,"B","non-target","non-target",538,TRUE
"2111","P2","3-back",2,11,"Z","non-target","non-target",514,TRUE
"2112","P2","3-back",2,12,"T","non-target","non-target",522,TRUE
"2113","P2","3-back",2,13,"J","non-target","target",482,FALSE
"2114","P2","3-back",2,14,"Z","target","target",610,TRUE
"2115","P2","3-back",2,15,"P","non-target","non-target",722,TRUE
"2116","P2","3-back",2,16,"D","non-target","non-target",442,TRUE
"2117","P2","3-back",2,17,"G","non-target","non-target",450,TRUE
"2118","P2","3-back",2,18,"P","target","target",530,TRUE
"2119","P2","3-back",2,19,"D","target","target",594,TRUE
"2120","P2","3-back",2,20,"N","non-target","non-target",402,TRUE
"2121","P2","3-back",2,21,"L","non-target","non-target",404,TRUE
"2122","P2","3-back",2,22,"Z","non-target","non-target",561,TRUE
"2123","P2","3-back",2,23,"N","target","target",641,TRUE
"2124","P2","3-back",2,24,"H","non-target","non-target",417,TRUE
"2125","P2","3-back",2,25,"S","non-target","non-target",649,TRUE
"2126","P2","3-back",2,26,"N","target","target",585,TRUE
"2127","P2","3-back",2,27,"H","target","target",425,TRUE
"2128","P2","3-back",2,28,"M","non-target","non-target",465,TRUE
"2129","P2","3-back",2,29,"R","non-target","non-target",537,TRUE
"2130","P2","3-back",2,30,"H","target","non-target",393,FALSE
"2131","P2","3-back",3,1,"J","burn-in","non-target",844,TRUE
"2132","P2","3-back",3,2,"D","burn-in","non-target",284,TRUE
"2133","P2","3-back",3,3,"K","burn-in","non-target",403,TRUE
"2134","P2","3-back",3,4,"J","target","target",451,TRUE
"2135","P2","3-back",3,5,"D","target","target",491,TRUE
"2136","P2","3-back",3,6,"B","non-target","non-target",355,TRUE
"2137","P2","3-back",3,7,"P","non-target","non-target",531,TRUE
"2138","P2","3-back",3,8,"N","non-target","non-target",467,TRUE
"2139","P2","3-back",3,9,"G","non-target","non-target",595,TRUE
"2140","P2","3-back",3,10,"P","target","target",483,TRUE
"2141","P2","3-back",3,11,"Y","non-target","non-target",499,TRUE
"2142","P2","3-back",3,12,"V","non-target","non-target",515,TRUE
"2143","P2","3-back",3,13,"P","target","target",387,TRUE
"2144","P2","3-back",3,14,"Y","target","target",347,TRUE
"2145","P2","3-back",3,15,"F","non-target","non-target",587,TRUE
"2146","P2","3-back",3,16,"P","target","target",347,TRUE
"2147","P2","3-back",3,17,"T","non-target","non-target",459,TRUE
"2148","P2","3-back",3,18,"Q","non-target","non-target",434,TRUE
"2149","P2","3-back",3,19,"C","non-target","non-target",395,TRUE
"2150","P2","3-back",3,20,"W","non-target","non-target",411,TRUE
"2151","P2","3-back",3,21,"Q","target","target",291,TRUE
"2152","P2","3-back",3,22,"N","non-target","non-target",443,TRUE
"2153","P2","3-back",3,23,"W","target","target",587,TRUE
"2154","P2","3-back",3,24,"Z","non-target","non-target",571,TRUE
"2155","P2","3-back",3,25,"G","non-target","non-target",459,TRUE
"2156","P2","3-back",3,26,"J","non-target","non-target",395,TRUE
"2157","P2","3-back",3,27,"Y","non-target","non-target",547,TRUE
"2158","P2","3-back",3,28,"S","non-target","non-target",467,TRUE
"2159","P2","3-back",3,29,"J","target","target",531,TRUE
"2160","P2","3-back",3,30,"Y","target","target",347,TRUE
"2161","P20","2-back",1,1,"Z","burn-in","non-target",315,TRUE
"2162","P20","2-back",1,2,"S","burn-in","non-target",323,TRUE
"2163","P20","2-back",1,3,"D","burn-in","non-target",451,TRUE
"2164","P20","2-back",1,4,"Q","non-target","non-target",363,TRUE
"2165","P20","2-back",1,5,"M","non-target","non-target",371,TRUE
"2166","P20","2-back",1,6,"Q","target","target",371,TRUE
"2167","P20","2-back",1,7,"H","non-target","non-target",395,TRUE
"2168","P20","2-back",1,8,"P","non-target","non-target",787,TRUE
"2169","P20","2-back",1,9,"H","target","target",707,TRUE
"2170","P20","2-back",1,10,"T","non-target","non-target",338,TRUE
"2171","P20","2-back",1,11,"H","non-target","target",346,FALSE
"2172","P20","2-back",1,12,"T","target","non-target",618,FALSE
"2173","P20","2-back",1,13,"H","target","target",442,TRUE
"2174","P20","2-back",1,14,"F","non-target","non-target",404,TRUE
"2175","P20","2-back",1,15,"C","non-target","non-target",427,TRUE
"2176","P20","2-back",1,16,"F","target","target",364,TRUE
"2177","P20","2-back",1,17,"C","target","target",379,TRUE
"2178","P20","2-back",1,18,"F","target","target",331,TRUE
"2179","P20","2-back",1,19,"M","non-target","non-target",331,TRUE
"2180","P20","2-back",1,20,"J","non-target","non-target",706,TRUE
"2181","P20","2-back",1,21,"Z","non-target","non-target",466,TRUE
"2182","P20","2-back",1,22,"J","target","target",370,TRUE
"2183","P20","2-back",1,23,"R","non-target","non-target",362,TRUE
"2184","P20","2-back",1,24,"W","non-target","non-target",586,TRUE
"2185","P20","2-back",1,25,"B","non-target","non-target",386,TRUE
"2186","P20","2-back",1,26,"W","target","target",386,TRUE
"2187","P20","2-back",1,27,"B","target","target",386,TRUE
"2188","P20","2-back",1,28,"P","non-target","non-target",394,TRUE
"2189","P20","2-back",1,29,"Y","non-target","non-target",370,TRUE
"2190","P20","2-back",1,30,"D","non-target","non-target",386,TRUE
"2191","P20","2-back",2,1,"L","burn-in","non-target",463,TRUE
"2192","P20","2-back",2,2,"K","burn-in","non-target",247,TRUE
"2193","P20","2-back",2,3,"V","burn-in","non-target",399,TRUE
"2194","P20","2-back",2,4,"K","target","non-target",383,FALSE
"2195","P20","2-back",2,5,"V","target","target",343,TRUE
"2196","P20","2-back",2,6,"N","non-target","non-target",383,TRUE
"2197","P20","2-back",2,7,"S","non-target","non-target",383,TRUE
"2198","P20","2-back",2,8,"Q","non-target","non-target",375,TRUE
"2199","P20","2-back",2,9,"G","non-target","non-target",422,TRUE
"2200","P20","2-back",2,10,"K","non-target","non-target",358,TRUE
"2201","P20","2-back",2,11,"T","non-target","non-target",446,TRUE
"2202","P20","2-back",2,12,"D","non-target","non-target",646,TRUE
"2203","P20","2-back",2,13,"T","target","non-target",390,FALSE
"2204","P20","2-back",2,14,"D","target","non-target",719,FALSE
"2205","P20","2-back",2,15,"G","non-target","non-target",367,TRUE
"2206","P20","2-back",2,16,"S","non-target","non-target",591,TRUE
"2207","P20","2-back",2,17,"V","non-target","non-target",343,TRUE
"2208","P20","2-back",2,18,"N","non-target","non-target",335,TRUE
"2209","P20","2-back",2,19,"B","non-target","non-target",335,TRUE
"2210","P20","2-back",2,20,"N","target","non-target",423,FALSE
"2211","P20","2-back",2,21,"B","target","target",382,TRUE
"2212","P20","2-back",2,22,"N","target","target",406,TRUE
"2213","P20","2-back",2,23,"Y","non-target","non-target",406,TRUE
"2214","P20","2-back",2,24,"H","non-target","non-target",502,TRUE
"2215","P20","2-back",2,25,"L","non-target","non-target",374,TRUE
"2216","P20","2-back",2,26,"M","non-target","non-target",382,TRUE
"2217","P20","2-back",2,27,"W","non-target","non-target",350,TRUE
"2218","P20","2-back",2,28,"M","target","target",350,TRUE
"2219","P20","2-back",2,29,"W","target","target",382,TRUE
"2220","P20","2-back",2,30,"M","target","target",390,TRUE
"2221","P20","2-back",3,1,"R","burn-in","non-target",373,TRUE
"2222","P20","2-back",3,2,"C","burn-in","non-target",310,TRUE
"2223","P20","2-back",3,3,"Q","burn-in","non-target",366,TRUE
"2224","P20","2-back",3,4,"J","non-target","non-target",358,TRUE
"2225","P20","2-back",3,5,"F","non-target","non-target",374,TRUE
"2226","P20","2-back",3,6,"J","target","target",342,TRUE
"2227","P20","2-back",3,7,"P","non-target","non-target",382,TRUE
"2228","P20","2-back",3,8,"Z","non-target","non-target",598,TRUE
"2229","P20","2-back",3,9,"P","target","target",414,TRUE
"2230","P20","2-back",3,10,"Y","non-target","non-target",382,TRUE
"2231","P20","2-back",3,11,"P","target","target",493,TRUE
"2232","P20","2-back",3,12,"Y","target","target",413,TRUE
"2233","P20","2-back",3,13,"P","target","target",381,TRUE
"2234","P20","2-back",3,14,"L","non-target","non-target",389,TRUE
"2235","P20","2-back",3,15,"P","target","target",341,TRUE
"2236","P20","2-back",3,16,"L","target",,,FALSE
"2237","P20","2-back",3,17,"P","target","target",821,TRUE
"2238","P20","2-back",3,18,"B","non-target","non-target",477,TRUE
"2239","P20","2-back",3,19,"P","non-target","target",1517,FALSE
"2240","P20","2-back",3,20,"Q","non-target","non-target",541,TRUE
"2241","P20","2-back",3,21,"S","non-target","non-target",716,TRUE
"2242","P20","2-back",3,22,"G","non-target","non-target",525,TRUE
"2243","P20","2-back",3,23,"F","non-target","non-target",517,TRUE
"2244","P20","2-back",3,24,"Z","non-target","non-target",405,TRUE
"2245","P20","2-back",3,25,"M","non-target","non-target",389,TRUE
"2246","P20","2-back",3,26,"Z","target","target",349,TRUE
"2247","P20","2-back",3,27,"M","target","target",349,TRUE
"2248","P20","2-back",3,28,"N","non-target","non-target",373,TRUE
"2249","P20","2-back",3,29,"K","non-target","non-target",453,TRUE
"2250","P20","2-back",3,30,"D","non-target","non-target",365,TRUE
"2251","P20","3-back",1,1,"Y","burn-in","non-target",1165,TRUE
"2252","P20","3-back",1,2,"N","burn-in","non-target",309,TRUE
"2253","P20","3-back",1,3,"J","burn-in","non-target",373,TRUE
"2254","P20","3-back",1,4,"G","non-target","non-target",333,TRUE
"2255","P20","3-back",1,5,"M","non-target","non-target",565,TRUE
"2256","P20","3-back",1,6,"Z","non-target","non-target",517,TRUE
"2257","P20","3-back",1,7,"R","non-target","non-target",365,TRUE
"2258","P20","3-back",1,8,"P","non-target","non-target",444,TRUE
"2259","P20","3-back",1,9,"Z","target","target",317,TRUE
